RevenueTransactionID,FinancialYear,TransactionDate,RegionCode,RevenueCentre,RevenueStream,CustomerCategory,ReceiptReference,BudgetedRevenue,ActualRevenue,Variance,CollectionChannel,ReconciliationStatus,BankingDate,DaysToBank,ResponsibleRole,ExceptionFlag,Month,FYMonthNumber
REV-000275,FY2023/2024,2024-03-27,RG-01,CC-005,Consultancy Income,Government Agency,RCP-564819,569000,546000,-23000,Cheque,Reconciled,2024-04-01,5,Revenue Manager,No,March,9
REV-000276,FY2023/2024,2023-09-18,RG-03,CC-016,Publication Sales,Individual,RCP-347679,636000,494000,-142000,Online Portal,Reconciled,2023-09-29,11,Revenue Manager,Yes,September,3
REV-000277,FY2023/2024,2024-01-13,RG-07,CC-030,Service Fees,Individual,RCP-880882,223000,212000,-11000,Cheque,Reconciled,2024-01-14,1,Revenue Manager,No,January,7
REV-000278,FY2023/2024,2023-10-15,RG-01,CC-031,Consultancy Income,NGO,RCP-115099,342000,346000,4000,Online Portal,Unreconciled,2023-10-22,7,Revenue Manager,Yes,October,4
REV-000279,FY2023/2024,2023-07-13,RG-01,CC-010,Licensing Fees,Government Agency,RCP-767267,284000,237000,-47000,Online Portal,Reconciled,2023-07-26,13,Revenue Manager,Yes,July,1
REV-000280,FY2023/2024,2023-09-26,RG-01,CC-013,Service Fees,Government Agency,RCP-374898,338000,284000,-54000,Online Portal,Reconciled,2023-09-28,2,Revenue Manager,No,September,3
REV-000281,FY2023/2024,2024-01-11,RG-01,CC-013,Inspection Fees,Individual,RCP-663270,480000,371000,-109000,Bank Transfer,Unreconciled,2024-01-15,4,Revenue Manager,No,January,7
REV-000282,FY2023/2024,2023-09-25,RG-01,CC-014,Publication Sales,Private Company,RCP-277631,198000,209000,11000,MPESA,Reconciled,2023-10-06,11,Revenue Manager,Yes,September,3
REV-000283,FY2023/2024,2024-01-06,RG-04,CC-025,Service Fees,International Organisation,RCP-557789,765000,889000,124000,MPESA,Reconciled,2024-01-10,4,Revenue Manager,No,January,7
REV-000284,FY2023/2024,2023-12-06,RG-01,CC-010,Facility Hire,Individual,RCP-598830,234000,175000,-59000,Online Portal,Reconciled,2023-12-10,4,Revenue Manager,No,December,6
REV-000285,FY2023/2024,2024-02-20,RG-07,CC-020,Licensing Fees,Government Agency,RCP-686129,440000,434000,-6000,Cash,Reconciled,2024-02-24,4,Revenue Manager,No,February,8
REV-000286,FY2023/2024,2023-07-10,RG-04,CC-025,Publication Sales,Private Company,RCP-229948,607000,641000,34000,Online Portal,Reconciled,2023-07-22,12,Revenue Manager,Yes,July,1
REV-000287,FY2023/2024,2024-03-05,RG-01,CC-032,Inspection Fees,Private Company,RCP-252123,745000,584000,-161000,MPESA,Reconciled,2024-03-12,7,Revenue Manager,Yes,March,9
REV-000288,FY2023/2024,2024-04-18,RG-01,CC-004,Certification Fees,Individual,RCP-678277,580000,519000,-61000,Cash,Reconciled,2024-05-01,13,Revenue Manager,Yes,April,10
REV-000289,FY2023/2024,2024-04-08,RG-03,CC-016,Training Fees,Private Company,RCP-901060,335000,258000,-77000,Bank Transfer,Reconciled,2024-04-12,4,Revenue Manager,No,April,10
REV-000290,FY2023/2024,2024-05-15,RG-07,CC-030,Training Fees,International Organisation,RCP-515709,584000,500000,-84000,Online Portal,Pending,2024-05-27,12,Revenue Manager,Yes,May,11
REV-000291,FY2023/2024,2024-02-25,RG-01,CC-014,Training Fees,Private Company,RCP-989091,671000,272000,-399000,MPESA,Reconciled,2024-03-07,11,Revenue Manager,Yes,February,8
REV-000292,FY2023/2024,2024-05-24,RG-01,CC-003,Training Fees,Private Company,RCP-886582,797000,814000,17000,Cash,Reconciled,2024-05-27,3,Revenue Manager,No,May,11
REV-000293,FY2023/2024,2023-11-02,RG-03,CC-016,Service Fees,Government Agency,RCP-962019,405000,364000,-41000,Cheque,Unreconciled,2023-11-16,14,Revenue Manager,Yes,November,5
REV-000294,FY2023/2024,2024-06-11,RG-01,CC-008,Licensing Fees,NGO,RCP-940313,374000,244000,-130000,Bank Transfer,Pending,2024-06-15,4,Revenue Manager,No,June,12
REV-000295,FY2023/2024,2023-11-06,RG-01,CC-006,Licensing Fees,Individual,RCP-839887,621000,496000,-125000,Cheque,Reconciled,2023-11-17,11,Revenue Manager,Yes,November,5
REV-000296,FY2023/2024,2024-01-19,RG-06,CC-019,Certification Fees,NGO,RCP-867564,695000,580000,-115000,Bank Transfer,Reconciled,2024-01-22,3,Revenue Manager,No,January,7
REV-000297,FY2023/2024,2023-07-18,RG-07,CC-030,Service Fees,NGO,RCP-707420,683000,576000,-107000,Bank Transfer,Reconciled,2023-07-31,13,Revenue Manager,Yes,July,1
REV-000298,FY2023/2024,2024-03-19,RG-01,CC-009,Publication Sales,Private Company,RCP-210244,467000,454000,-13000,MPESA,Reconciled,2024-04-02,14,Revenue Manager,Yes,March,9
REV-000299,FY2023/2024,2023-11-18,RG-04,CC-025,Training Fees,Government Agency,RCP-864409,366000,354000,-12000,Online Portal,Unreconciled,2023-11-23,5,Revenue Manager,No,November,5
REV-000300,FY2023/2024,2023-09-30,RG-02,CC-028,Consultancy Income,International Organisation,RCP-955516,264000,265000,1000,MPESA,Reconciled,2023-10-08,8,Revenue Manager,Yes,September,3
REV-000301,FY2023/2024,2024-06-19,RG-02,CC-028,Service Fees,International Organisation,RCP-553328,187000,138000,-49000,Online Portal,Reconciled,2024-06-23,4,Revenue Manager,No,June,12
REV-000302,FY2023/2024,2024-03-14,RG-03,CC-027,Consultancy Income,Individual,RCP-811458,551000,392000,-159000,Bank Transfer,Reconciled,2024-03-19,5,Revenue Manager,No,March,9
REV-000303,FY2023/2024,2023-08-15,RG-01,CC-004,Training Fees,Individual,RCP-692832,456000,363000,-93000,Bank Transfer,Reconciled,2023-08-29,14,Revenue Manager,Yes,August,2
REV-000304,FY2023/2024,2023-10-25,RG-01,CC-005,Publication Sales,International Organisation,RCP-406758,231000,238000,7000,Bank Transfer,Unreconciled,2023-10-27,2,Revenue Manager,No,October,4
REV-000305,FY2023/2024,2023-08-02,RG-01,CC-004,Inspection Fees,Government Agency,RCP-162457,327000,407000,80000,Cash,Reconciled,2023-08-04,2,Revenue Manager,No,August,2
REV-000306,FY2023/2024,2023-12-05,RG-01,CC-031,Licensing Fees,International Organisation,RCP-420444,556000,486000,-70000,Bank Transfer,Reconciled,2023-12-11,6,Revenue Manager,Yes,December,6
REV-000307,FY2023/2024,2023-09-25,RG-01,CC-011,Training Fees,Individual,RCP-498029,691000,562000,-129000,Cash,Reconciled,2023-09-30,5,Revenue Manager,No,September,3
REV-000308,FY2023/2024,2023-12-17,RG-01,CC-013,Certification Fees,Individual,RCP-624024,456000,370000,-86000,Cheque,Reconciled,2023-12-22,5,Revenue Manager,No,December,6
REV-000309,FY2023/2024,2023-11-29,RG-04,CC-026,Inspection Fees,Individual,RCP-421365,416000,397000,-19000,Bank Transfer,Reconciled,2023-12-05,6,Revenue Manager,Yes,November,5
REV-000310,FY2023/2024,2024-03-13,RG-01,CC-008,Licensing Fees,Private Company,RCP-316148,659000,630000,-29000,MPESA,Pending,2024-03-20,7,Revenue Manager,Yes,March,9
REV-000311,FY2023/2024,2024-05-18,RG-01,CC-009,Licensing Fees,International Organisation,RCP-480425,692000,563000,-129000,Cheque,Reconciled,2024-06-01,14,Revenue Manager,Yes,May,11
REV-000312,FY2023/2024,2023-12-17,RG-04,CC-017,Licensing Fees,Government Agency,RCP-888562,621000,512000,-109000,MPESA,Reconciled,2023-12-25,8,Revenue Manager,Yes,December,6
REV-000313,FY2023/2024,2024-05-23,RG-01,CC-001,Service Fees,NGO,RCP-333789,624000,645000,21000,MPESA,Pending,2024-05-29,6,Revenue Manager,Yes,May,11
REV-000314,FY2023/2024,2024-03-11,RG-04,CC-017,Facility Hire,NGO,RCP-840877,351000,284000,-67000,Bank Transfer,Reconciled,2024-03-14,3,Revenue Manager,No,March,9
REV-000315,FY2023/2024,2023-12-02,RG-06,CC-019,Inspection Fees,NGO,RCP-772831,553000,413000,-140000,Cheque,Reconciled,2023-12-16,14,Revenue Manager,Yes,December,6
REV-000316,FY2023/2024,2024-04-06,RG-06,CC-019,Publication Sales,International Organisation,RCP-614466,418000,456000,38000,Online Portal,Reconciled,2024-04-10,4,Revenue Manager,No,April,10
REV-000317,FY2023/2024,2024-06-16,RG-02,CC-022,Service Fees,Individual,RCP-143507,377000,282000,-95000,Bank Transfer,Reconciled,2024-06-24,8,Revenue Manager,Yes,June,12
REV-000318,FY2023/2024,2023-09-21,RG-03,CC-016,Publication Sales,Private Company,RCP-984346,241000,280000,39000,Online Portal,Reconciled,2023-09-30,9,Revenue Manager,Yes,September,3
REV-000319,FY2023/2024,2024-05-04,RG-01,CC-008,Training Fees,Private Company,RCP-400565,600000,580000,-20000,Online Portal,Reconciled,2024-05-10,6,Revenue Manager,Yes,May,11
REV-000320,FY2023/2024,2024-03-13,RG-01,CC-014,Facility Hire,International Organisation,RCP-392708,322000,337000,15000,Cheque,Reconciled,2024-03-25,12,Revenue Manager,Yes,March,9
REV-000321,FY2023/2024,2023-12-16,RG-01,CC-009,Service Fees,Government Agency,RCP-936162,445000,434000,-11000,MPESA,Reconciled,2023-12-27,11,Revenue Manager,Yes,December,6
REV-000322,FY2023/2024,2023-12-14,RG-05,CC-024,Facility Hire,NGO,RCP-515447,401000,400000,-1000,Bank Transfer,Reconciled,2023-12-14,0,Revenue Manager,No,December,6
REV-000323,FY2023/2024,2024-03-07,RG-03,CC-016,Service Fees,NGO,RCP-842475,778000,665000,-113000,Cheque,Reconciled,2024-03-08,1,Revenue Manager,No,March,9
REV-000324,FY2023/2024,2023-09-08,RG-02,CC-028,Certification Fees,NGO,RCP-182313,129000,119000,-10000,Cheque,Reconciled,2023-09-20,12,Revenue Manager,Yes,September,3
REV-000325,FY2023/2024,2024-04-25,RG-04,CC-017,Consultancy Income,Individual,RCP-334229,171000,171000,0,Bank Transfer,Reconciled,2024-04-30,5,Revenue Manager,No,April,10
REV-000326,FY2023/2024,2024-03-04,RG-02,CC-028,Certification Fees,Individual,RCP-466280,204000,211000,7000,Online Portal,Reconciled,2024-03-06,2,Revenue Manager,No,March,9
REV-000327,FY2023/2024,2024-04-09,RG-01,CC-032,Licensing Fees,International Organisation,RCP-954739,236000,187000,-49000,Cheque,Reconciled,2024-04-22,13,Revenue Manager,Yes,April,10
REV-000328,FY2023/2024,2023-12-05,RG-01,CC-011,Facility Hire,NGO,RCP-703428,304000,291000,-13000,MPESA,Reconciled,2023-12-18,13,Revenue Manager,Yes,December,6
REV-000329,FY2023/2024,2024-04-04,RG-01,CC-003,Training Fees,Individual,RCP-171581,255000,198000,-57000,Online Portal,Pending,2024-04-08,4,Revenue Manager,No,April,10
REV-000330,FY2023/2024,2023-12-02,RG-01,CC-003,Facility Hire,Government Agency,RCP-452013,765000,553000,-212000,Bank Transfer,Reconciled,2023-12-04,2,Revenue Manager,No,December,6
REV-000331,FY2023/2024,2023-07-28,RG-01,CC-009,Certification Fees,Government Agency,RCP-441142,419000,285000,-134000,Online Portal,Reconciled,2023-08-02,5,Revenue Manager,No,July,1
REV-000332,FY2023/2024,2023-07-14,RG-01,CC-014,Consultancy Income,Private Company,RCP-640031,136000,106000,-30000,MPESA,Reconciled,2023-07-28,14,Revenue Manager,Yes,July,1
REV-000333,FY2023/2024,2023-08-11,RG-08,CC-021,Certification Fees,International Organisation,RCP-335219,725000,659000,-66000,Cash,Reconciled,2023-08-13,2,Revenue Manager,No,August,2
REV-000334,FY2023/2024,2023-11-29,RG-02,CC-022,Publication Sales,Government Agency,RCP-153497,224000,249000,25000,Cash,Reconciled,2023-12-12,13,Revenue Manager,Yes,November,5
REV-000335,FY2023/2024,2023-11-22,RG-04,CC-017,Licensing Fees,NGO,RCP-738660,599000,448000,-151000,Cash,Reconciled,2023-11-24,2,Revenue Manager,No,November,5
REV-000336,FY2023/2024,2024-03-19,RG-02,CC-029,Consultancy Income,International Organisation,RCP-478945,388000,393000,5000,MPESA,Reconciled,2024-04-02,14,Revenue Manager,Yes,March,9
REV-000337,FY2023/2024,2023-09-08,RG-01,CC-002,Facility Hire,Private Company,RCP-316997,221000,209000,-12000,MPESA,Reconciled,2023-09-19,11,Revenue Manager,Yes,September,3
REV-000338,FY2023/2024,2023-10-04,RG-01,CC-010,Publication Sales,Private Company,RCP-624001,498000,464000,-34000,Cheque,Unreconciled,2023-10-07,3,Revenue Manager,No,October,4
REV-000339,FY2023/2024,2023-10-02,RG-01,CC-023,Facility Hire,Individual,RCP-931985,720000,600000,-120000,MPESA,Reconciled,2023-10-15,13,Revenue Manager,Yes,October,4
REV-000340,FY2023/2024,2023-08-18,RG-01,CC-031,Service Fees,NGO,RCP-970208,786000,761000,-25000,Cheque,Reconciled,2023-08-23,5,Revenue Manager,No,August,2
REV-000341,FY2023/2024,2024-05-23,RG-01,CC-002,Licensing Fees,Government Agency,RCP-906117,610000,571000,-39000,Online Portal,Reconciled,2024-05-27,4,Revenue Manager,No,May,11
REV-000342,FY2023/2024,2024-02-24,RG-05,CC-024,Inspection Fees,Private Company,RCP-509668,289000,211000,-78000,Online Portal,Reconciled,2024-02-25,1,Revenue Manager,No,February,8
REV-000343,FY2023/2024,2024-03-06,RG-01,CC-013,Inspection Fees,Private Company,RCP-213693,585000,479000,-106000,Cash,Pending,2024-03-20,14,Revenue Manager,Yes,March,9
REV-000344,FY2023/2024,2023-12-24,RG-02,CC-029,Publication Sales,Individual,RCP-889947,354000,195000,-159000,Cash,Pending,2024-01-05,12,Revenue Manager,Yes,December,6
REV-000345,FY2023/2024,2023-09-04,RG-01,CC-003,Certification Fees,Government Agency,RCP-824002,527000,638000,111000,Cash,Unreconciled,2023-09-06,2,Revenue Manager,No,September,3
REV-000346,FY2023/2024,2024-01-05,RG-01,CC-003,Training Fees,Individual,RCP-851754,574000,402000,-172000,Online Portal,Reconciled,2024-01-14,9,Revenue Manager,Yes,January,7
REV-000347,FY2023/2024,2023-08-17,RG-01,CC-004,Service Fees,Private Company,RCP-614386,489000,487000,-2000,MPESA,Reconciled,2023-08-17,0,Revenue Manager,No,August,2
REV-000348,FY2023/2024,2024-04-30,RG-02,CC-028,Publication Sales,International Organisation,RCP-774119,364000,291000,-73000,Cheque,Reconciled,2024-05-07,7,Revenue Manager,Yes,April,10
REV-000349,FY2023/2024,2024-02-22,RG-01,CC-014,Inspection Fees,Government Agency,RCP-368609,727000,513000,-214000,Online Portal,Reconciled,2024-03-06,13,Revenue Manager,Yes,February,8
REV-000350,FY2023/2024,2023-10-08,RG-08,CC-021,Licensing Fees,Individual,RCP-790584,531000,444000,-87000,MPESA,Reconciled,2023-10-10,2,Revenue Manager,No,October,4
REV-000351,FY2023/2024,2023-10-01,RG-05,CC-024,Certification Fees,Private Company,RCP-861766,245000,144000,-101000,Cash,Reconciled,2023-10-04,3,Revenue Manager,No,September,3
REV-000352,FY2023/2024,2024-02-13,RG-06,CC-019,Publication Sales,NGO,RCP-662458,531000,483000,-48000,Cash,Reconciled,2024-02-20,7,Revenue Manager,Yes,February,8
REV-000353,FY2023/2024,2024-02-04,RG-01,CC-012,Consultancy Income,Government Agency,RCP-727548,511000,505000,-6000,Cheque,Reconciled,2024-02-10,6,Revenue Manager,Yes,February,8
REV-000354,FY2023/2024,2023-12-31,RG-01,CC-003,Licensing Fees,Government Agency,RCP-468244,556000,541000,-15000,Bank Transfer,Reconciled,2024-01-02,2,Revenue Manager,No,December,6
REV-000355,FY2023/2024,2024-06-21,RG-01,CC-009,Training Fees,Private Company,RCP-805367,741000,585000,-156000,Online Portal,Pending,2024-06-21,0,Revenue Manager,No,June,12
REV-000356,FY2023/2024,2024-06-23,RG-04,CC-025,Facility Hire,Private Company,RCP-355537,572000,480000,-92000,MPESA,Reconciled,2024-07-05,12,Revenue Manager,Yes,June,12
REV-000357,FY2023/2024,2023-12-18,RG-04,CC-025,Service Fees,Government Agency,RCP-549455,747000,910000,163000,Online Portal,Reconciled,2023-12-30,12,Revenue Manager,Yes,December,6
REV-000358,FY2023/2024,2023-10-12,RG-01,CC-004,Consultancy Income,International Organisation,RCP-209688,550000,446000,-104000,Cash,Reconciled,2023-10-21,9,Revenue Manager,Yes,October,4
REV-000359,FY2023/2024,2023-12-01,RG-02,CC-029,Service Fees,International Organisation,RCP-939759,628000,779000,151000,MPESA,Pending,2023-12-15,14,Revenue Manager,Yes,November,5
REV-000360,FY2023/2024,2024-01-04,RG-03,CC-027,Publication Sales,International Organisation,RCP-866054,261000,248000,-13000,Online Portal,Reconciled,2024-01-18,14,Revenue Manager,Yes,January,7
REV-000361,FY2024/2025,2024-12-22,RG-01,CC-008,Licensing Fees,Individual,RCP-907961,696000,596000,-100000,Cheque,Reconciled,2024-12-22,0,Revenue Manager,No,December,6
REV-000362,FY2024/2025,2025-05-08,RG-02,CC-028,Inspection Fees,Government Agency,RCP-622871,768000,937000,169000,Cheque,Reconciled,2025-05-21,13,Revenue Manager,Yes,May,11
REV-000363,FY2024/2025,2025-05-27,RG-01,CC-007,Licensing Fees,NGO,RCP-276582,132000,106000,-26000,Bank Transfer,Reconciled,2025-06-08,12,Revenue Manager,Yes,May,11
REV-000364,FY2024/2025,2024-11-22,RG-01,CC-005,Service Fees,International Organisation,RCP-135841,280000,228000,-52000,Online Portal,Unreconciled,2024-11-25,3,Revenue Manager,No,November,5
REV-000365,FY2024/2025,2024-08-04,RG-01,CC-013,Training Fees,NGO,RCP-980573,225000,157000,-68000,Cheque,Reconciled,2024-08-14,10,Revenue Manager,Yes,August,2
REV-000366,FY2024/2025,2025-04-04,RG-01,CC-013,Licensing Fees,Private Company,RCP-581962,444000,370000,-74000,Bank Transfer,Unreconciled,2025-04-17,13,Revenue Manager,Yes,April,10
REV-000367,FY2024/2025,2024-09-06,RG-04,CC-017,Consultancy Income,Private Company,RCP-877955,199000,183000,-16000,MPESA,Reconciled,2024-09-13,7,Revenue Manager,Yes,September,3
REV-000368,FY2024/2025,2024-12-03,RG-01,CC-023,Service Fees,NGO,RCP-373057,244000,256000,12000,MPESA,Reconciled,2024-12-03,0,Revenue Manager,No,December,6
REV-000369,FY2024/2025,2024-08-02,RG-02,CC-015,Training Fees,Individual,RCP-910617,275000,281000,6000,Bank Transfer,Reconciled,2024-08-02,0,Revenue Manager,No,August,2
REV-000370,FY2024/2025,2025-03-24,RG-04,CC-017,Service Fees,Individual,RCP-134591,793000,693000,-100000,Bank Transfer,Reconciled,2025-03-29,5,Revenue Manager,No,March,9
REV-000371,FY2024/2025,2024-12-05,RG-02,CC-028,Facility Hire,NGO,RCP-803894,673000,688000,15000,Online Portal,Reconciled,2024-12-17,12,Revenue Manager,Yes,December,6
REV-000372,FY2024/2025,2025-01-11,RG-01,CC-010,Publication Sales,International Organisation,RCP-825798,337000,320000,-17000,Cash,Unreconciled,2025-01-22,11,Revenue Manager,Yes,January,7
REV-000373,FY2024/2025,2025-05-04,RG-03,CC-027,Licensing Fees,Individual,RCP-451528,274000,275000,1000,Cheque,Reconciled,2025-05-07,3,Revenue Manager,No,May,11
REV-000374,FY2024/2025,2025-06-21,RG-01,CC-032,Certification Fees,NGO,RCP-295107,417000,441000,24000,Cash,Reconciled,2025-07-04,13,Revenue Manager,Yes,June,12
REV-000375,FY2024/2025,2025-05-01,RG-02,CC-029,Facility Hire,Government Agency,RCP-116335,242000,253000,11000,Cash,Reconciled,2025-05-01,0,Revenue Manager,No,May,11
REV-000376,FY2024/2025,2024-12-14,RG-01,CC-002,Certification Fees,Government Agency,RCP-273541,450000,358000,-92000,Cash,Unreconciled,2024-12-15,1,Revenue Manager,No,December,6
REV-000377,FY2024/2025,2024-10-04,RG-03,CC-027,Licensing Fees,Government Agency,RCP-874132,642000,662000,20000,Online Portal,Reconciled,2024-10-09,5,Revenue Manager,No,October,4
REV-000378,FY2024/2025,2025-06-24,RG-04,CC-017,Publication Sales,Individual,RCP-589261,125000,100000,-25000,Cash,Reconciled,2025-07-07,13,Revenue Manager,Yes,June,12
REV-000379,FY2024/2025,2024-12-23,RG-02,CC-022,Licensing Fees,Government Agency,RCP-220871,442000,348000,-94000,Cheque,Unreconciled,2024-12-28,5,Revenue Manager,No,December,6
REV-000380,FY2024/2025,2025-06-06,RG-01,CC-031,Licensing Fees,Individual,RCP-152991,633000,680000,47000,Cheque,Reconciled,2025-06-09,3,Revenue Manager,No,June,12
REV-000381,FY2024/2025,2025-05-24,RG-03,CC-016,Service Fees,Individual,RCP-401184,336000,248000,-88000,Bank Transfer,Reconciled,2025-06-04,11,Revenue Manager,Yes,May,11
REV-000382,FY2024/2025,2024-12-11,RG-04,CC-026,Inspection Fees,International Organisation,RCP-603406,264000,301000,37000,Cash,Reconciled,2024-12-22,11,Revenue Manager,Yes,December,6
REV-000383,FY2024/2025,2024-11-07,RG-01,CC-001,Certification Fees,Individual,RCP-486902,103000,79000,-24000,Cash,Reconciled,2024-11-09,2,Revenue Manager,No,November,5
REV-000384,FY2024/2025,2024-09-19,RG-01,CC-014,Training Fees,Government Agency,RCP-441363,415000,380000,-35000,Bank Transfer,Reconciled,2024-09-23,4,Revenue Manager,No,September,3
REV-000385,FY2024/2025,2024-08-08,RG-01,CC-032,Service Fees,Individual,RCP-927303,697000,554000,-143000,Cash,Reconciled,2024-08-09,1,Revenue Manager,No,August,2
REV-000386,FY2024/2025,2025-02-01,RG-01,CC-011,Facility Hire,International Organisation,RCP-775499,471000,325000,-146000,Bank Transfer,Reconciled,2025-02-04,3,Revenue Manager,No,February,8
REV-000387,FY2024/2025,2025-03-02,RG-06,CC-019,Facility Hire,Government Agency,RCP-996621,638000,512000,-126000,Online Portal,Unreconciled,2025-03-14,12,Revenue Manager,Yes,March,9
REV-000388,FY2024/2025,2025-03-01,RG-01,CC-014,Inspection Fees,International Organisation,RCP-774614,130000,94000,-36000,Cheque,Reconciled,2025-03-08,7,Revenue Manager,Yes,February,8
REV-000389,FY2024/2025,2025-02-21,RG-01,CC-002,Service Fees,Private Company,RCP-455834,722000,620000,-102000,MPESA,Reconciled,2025-02-27,6,Revenue Manager,Yes,February,8
REV-000390,FY2024/2025,2025-02-28,RG-01,CC-009,Training Fees,Private Company,RCP-286689,667000,525000,-142000,Cheque,Reconciled,2025-03-07,7,Revenue Manager,Yes,February,8
REV-000391,FY2024/2025,2024-12-10,RG-01,CC-011,Service Fees,International Organisation,RCP-813747,535000,467000,-68000,Cheque,Reconciled,2024-12-15,5,Revenue Manager,No,December,6
REV-000392,FY2024/2025,2024-09-26,RG-01,CC-008,Licensing Fees,Private Company,RCP-825973,105000,108000,3000,MPESA,Reconciled,2024-10-10,14,Revenue Manager,Yes,September,3
REV-000393,FY2024/2025,2024-08-04,RG-02,CC-028,Consultancy Income,NGO,RCP-891056,370000,336000,-34000,Bank Transfer,Reconciled,2024-08-17,13,Revenue Manager,Yes,August,2
REV-000394,FY2024/2025,2025-03-29,RG-01,CC-007,Publication Sales,Individual,RCP-654816,405000,349000,-56000,Cash,Pending,2025-04-08,10,Revenue Manager,Yes,March,9
REV-000395,FY2024/2025,2024-08-15,RG-01,CC-023,Licensing Fees,Private Company,RCP-253517,242000,183000,-59000,Online Portal,Reconciled,2024-08-20,5,Revenue Manager,No,August,2
REV-000396,FY2024/2025,2025-06-11,RG-01,CC-005,Training Fees,Government Agency,RCP-476249,723000,647000,-76000,Bank Transfer,Reconciled,2025-06-23,12,Revenue Manager,Yes,June,12
REV-000397,FY2024/2025,2024-09-28,RG-01,CC-014,Publication Sales,NGO,RCP-801089,380000,382000,2000,Online Portal,Reconciled,2024-10-04,6,Revenue Manager,Yes,September,3
REV-000398,FY2024/2025,2025-01-07,RG-05,CC-018,Certification Fees,Individual,RCP-842573,225000,229000,4000,Cash,Reconciled,2025-01-10,3,Revenue Manager,No,January,7
REV-000399,FY2024/2025,2025-04-13,RG-02,CC-015,Certification Fees,International Organisation,RCP-669383,266000,239000,-27000,Cash,Pending,2025-04-25,12,Revenue Manager,Yes,April,10
REV-000400,FY2024/2025,2025-04-30,RG-01,CC-023,Inspection Fees,NGO,RCP-920499,532000,612000,80000,Cheque,Reconciled,2025-04-30,0,Revenue Manager,No,April,10
REV-000401,FY2024/2025,2025-06-04,RG-01,CC-001,Facility Hire,Private Company,RCP-150579,552000,460000,-92000,Cash,Reconciled,2025-06-07,3,Revenue Manager,No,June,12
REV-000402,FY2024/2025,2025-05-30,RG-02,CC-015,Inspection Fees,Private Company,RCP-992704,206000,182000,-24000,Cheque,Reconciled,2025-06-04,5,Revenue Manager,No,May,11
REV-000403,FY2024/2025,2025-01-25,RG-01,CC-011,Publication Sales,International Organisation,RCP-535987,267000,292000,25000,MPESA,Reconciled,2025-02-06,12,Revenue Manager,Yes,January,7
REV-000404,FY2024/2025,2025-05-24,RG-05,CC-018,Licensing Fees,International Organisation,RCP-453006,129000,117000,-12000,Cheque,Reconciled,2025-06-03,10,Revenue Manager,Yes,May,11
REV-000405,FY2024/2025,2025-03-20,RG-01,CC-005,Publication Sales,International Organisation,RCP-868377,645000,537000,-108000,MPESA,Reconciled,2025-03-25,5,Revenue Manager,No,March,9
REV-000406,FY2024/2025,2024-09-22,RG-02,CC-028,Certification Fees,Government Agency,RCP-103985,134000,110000,-24000,Cash,Pending,2024-10-02,10,Revenue Manager,Yes,September,3
REV-000407,FY2024/2025,2024-10-21,RG-01,CC-013,Training Fees,NGO,RCP-175097,666000,618000,-48000,Online Portal,Reconciled,2024-10-27,6,Revenue Manager,Yes,October,4
REV-000408,FY2024/2025,2024-12-11,RG-03,CC-027,Training Fees,Private Company,RCP-330374,270000,235000,-35000,MPESA,Reconciled,2024-12-17,6,Revenue Manager,Yes,December,6
REV-000409,FY2024/2025,2024-08-16,RG-08,CC-021,Consultancy Income,Private Company,RCP-976485,272000,228000,-44000,Online Portal,Reconciled,2024-08-22,6,Revenue Manager,Yes,August,2
REV-000410,FY2024/2025,2024-09-25,RG-01,CC-009,Certification Fees,NGO,RCP-940494,508000,513000,5000,Cheque,Reconciled,2024-10-09,14,Revenue Manager,Yes,September,3
REV-000411,FY2024/2025,2025-04-23,RG-05,CC-024,Training Fees,Individual,RCP-319151,767000,737000,-30000,Bank Transfer,Reconciled,2025-04-24,1,Revenue Manager,No,April,10
REV-000412,FY2024/2025,2025-04-21,RG-01,CC-012,Licensing Fees,Private Company,RCP-939320,452000,302000,-150000,Cash,Reconciled,2025-04-29,8,Revenue Manager,Yes,April,10
REV-000413,FY2024/2025,2024-07-30,RG-02,CC-022,Inspection Fees,Private Company,RCP-894695,348000,381000,33000,Cash,Reconciled,2024-07-30,0,Revenue Manager,No,July,1
REV-000414,FY2024/2025,2024-12-07,RG-07,CC-030,Publication Sales,NGO,RCP-714810,418000,344000,-74000,Online Portal,Reconciled,2024-12-12,5,Revenue Manager,No,December,6
REV-000415,FY2024/2025,2025-04-03,RG-01,CC-008,Inspection Fees,Government Agency,RCP-860238,328000,255000,-73000,Bank Transfer,Reconciled,2025-04-04,1,Revenue Manager,No,April,10
REV-000416,FY2024/2025,2024-07-08,RG-02,CC-029,Publication Sales,Government Agency,RCP-687976,440000,311000,-129000,Bank Transfer,Reconciled,2024-07-08,0,Revenue Manager,No,July,1
REV-000417,FY2024/2025,2024-11-04,RG-06,CC-019,Training Fees,Government Agency,RCP-719264,704000,636000,-68000,Cash,Reconciled,2024-11-05,1,Revenue Manager,No,November,5
REV-000418,FY2024/2025,2024-11-19,RG-01,CC-002,Licensing Fees,International Organisation,RCP-735711,717000,611000,-106000,Online Portal,Reconciled,2024-12-03,14,Revenue Manager,Yes,November,5
REV-000419,FY2024/2025,2025-01-31,RG-01,CC-010,Training Fees,Government Agency,RCP-932105,181000,117000,-64000,Cheque,Reconciled,2025-02-01,1,Revenue Manager,No,January,7
