AllocationID,FinancialYear,Month,FYMonthNumber,CalendarYear,BudgetVersion,ProgrammeCode,DirectorateCode,CostCentreCode,RegionCode,FundSourceCode,DonorCode,ActivityCode,SubActivityCode,VoteCode,MonthlyAllocationAmount,CumulativeAllocationAmount,AllocationDate,AllocationReference,SourceDocument,CreatedByRole,CreatedDate,LastUpdatedDate
MA-000300,FY2023/2024,June,12,2024,Original,PRG-12,DIR-12,CC-025,RG-04,FS-05,DON-03,ACT-028,ACT-028-S01,V-4120,9823823,69257951,2024-06-01,MA-565230,BD-804314,Head of Budget,2024-05-30,2024-06-01
MA-000301,FY2023/2024,July,1,2023,Original,PRG-12,DIR-12,CC-026,RG-04,FS-01,DON-00,ACT-040,ACT-040-S02,V-2420,4911911,4911911,2023-07-01,MA-827712,BD-573417,Head of Budget,2023-06-28,2023-07-01
MA-000302,FY2023/2024,August,2,2023,Original,PRG-12,DIR-12,CC-026,RG-04,FS-01,DON-00,ACT-040,ACT-040-S02,V-2420,3929529,8841440,2023-08-01,MA-130353,BD-573417,Head of Budget,2023-07-31,2023-08-01
MA-000303,FY2023/2024,September,3,2023,Original,PRG-12,DIR-12,CC-026,RG-04,FS-01,DON-00,ACT-040,ACT-040-S02,V-2420,5894294,14735734,2023-09-01,MA-440131,BD-573417,Head of Budget,2023-08-31,2023-09-01
MA-000304,FY2023/2024,October,4,2023,Original,PRG-12,DIR-12,CC-026,RG-04,FS-01,DON-00,ACT-040,ACT-040-S02,V-2420,4911911,19647645,2023-10-01,MA-407618,BD-573417,Head of Budget,2023-09-28,2023-10-01
MA-000305,FY2023/2024,November,5,2023,Original,PRG-12,DIR-12,CC-026,RG-04,FS-01,DON-00,ACT-040,ACT-040-S02,V-2420,5403103,25050748,2023-11-01,MA-493049,BD-573417,Head of Budget,2023-10-28,2023-11-01
MA-000306,FY2023/2024,December,6,2023,Original,PRG-12,DIR-12,CC-026,RG-04,FS-01,DON-00,ACT-040,ACT-040-S02,V-2420,4420720,29471468,2023-12-01,MA-252640,BD-573417,Head of Budget,2023-11-29,2023-12-01
MA-000307,FY2023/2024,January,7,2024,Original,PRG-12,DIR-12,CC-026,RG-04,FS-01,DON-00,ACT-040,ACT-040-S02,V-2420,4911911,34383379,2024-01-01,MA-656968,BD-573417,Head of Budget,2023-12-28,2024-01-01
MA-000308,FY2023/2024,February,8,2024,Original,PRG-12,DIR-12,CC-026,RG-04,FS-01,DON-00,ACT-040,ACT-040-S02,V-2420,5403103,39786482,2024-02-01,MA-693418,BD-573417,Head of Budget,2024-01-30,2024-02-01
MA-000309,FY2023/2024,March,9,2024,Original,PRG-12,DIR-12,CC-026,RG-04,FS-01,DON-00,ACT-040,ACT-040-S02,V-2420,5894294,45680776,2024-03-01,MA-278240,BD-573417,Head of Budget,2024-02-28,2024-03-01
MA-000310,FY2023/2024,April,10,2024,Original,PRG-12,DIR-12,CC-026,RG-04,FS-01,DON-00,ACT-040,ACT-040-S02,V-2420,6385485,52066261,2024-04-01,MA-182804,BD-573417,Head of Budget,2024-03-27,2024-04-01
MA-000311,FY2023/2024,May,11,2024,Original,PRG-12,DIR-12,CC-026,RG-04,FS-01,DON-00,ACT-040,ACT-040-S02,V-2420,7367867,59434128,2024-05-01,MA-501126,BD-573417,Head of Budget,2024-04-26,2024-05-01
MA-000312,FY2023/2024,June,12,2024,Original,PRG-12,DIR-12,CC-026,RG-04,FS-01,DON-00,ACT-040,ACT-040-S02,V-2420,9823823,69257951,2024-06-01,MA-816318,BD-573417,Head of Budget,2024-05-30,2024-06-01
MA-000313,FY2023/2024,July,1,2023,Original,PRG-12,DIR-12,CC-027,RG-03,FS-01,DON-00,ACT-027,ACT-027-S01,V-2330,4911911,4911911,2023-07-01,MA-621841,BD-122056,Head of Budget,2023-06-26,2023-07-01
MA-000314,FY2023/2024,August,2,2023,Original,PRG-12,DIR-12,CC-027,RG-03,FS-01,DON-00,ACT-027,ACT-027-S01,V-2330,3929529,8841440,2023-08-01,MA-250069,BD-122056,Head of Budget,2023-07-30,2023-08-01
MA-000315,FY2023/2024,September,3,2023,Original,PRG-12,DIR-12,CC-027,RG-03,FS-01,DON-00,ACT-027,ACT-027-S01,V-2330,5894294,14735734,2023-09-01,MA-583550,BD-122056,Head of Budget,2023-08-29,2023-09-01
MA-000316,FY2023/2024,October,4,2023,Original,PRG-12,DIR-12,CC-027,RG-03,FS-01,DON-00,ACT-027,ACT-027-S01,V-2330,4911911,19647645,2023-10-01,MA-581894,BD-122056,Head of Budget,2023-09-28,2023-10-01
MA-000317,FY2023/2024,November,5,2023,Original,PRG-12,DIR-12,CC-027,RG-03,FS-01,DON-00,ACT-027,ACT-027-S01,V-2330,5403103,25050748,2023-11-01,MA-799233,BD-122056,Head of Budget,2023-10-31,2023-11-01
MA-000318,FY2023/2024,December,6,2023,Original,PRG-12,DIR-12,CC-027,RG-03,FS-01,DON-00,ACT-027,ACT-027-S01,V-2330,4420720,29471468,2023-12-01,MA-943718,BD-122056,Head of Budget,2023-11-27,2023-12-01
MA-000319,FY2023/2024,January,7,2024,Original,PRG-12,DIR-12,CC-027,RG-03,FS-01,DON-00,ACT-027,ACT-027-S01,V-2330,4911911,34383379,2024-01-01,MA-401603,BD-122056,Head of Budget,2023-12-27,2024-01-01
MA-000320,FY2023/2024,February,8,2024,Original,PRG-12,DIR-12,CC-027,RG-03,FS-01,DON-00,ACT-027,ACT-027-S01,V-2330,5403103,39786482,2024-02-01,MA-265649,BD-122056,Head of Budget,2024-01-31,2024-02-01
MA-000321,FY2023/2024,March,9,2024,Original,PRG-12,DIR-12,CC-027,RG-03,FS-01,DON-00,ACT-027,ACT-027-S01,V-2330,5894294,45680776,2024-03-01,MA-563187,BD-122056,Head of Budget,2024-02-27,2024-03-01
MA-000322,FY2023/2024,April,10,2024,Original,PRG-12,DIR-12,CC-027,RG-03,FS-01,DON-00,ACT-027,ACT-027-S01,V-2330,6385485,52066261,2024-04-01,MA-716113,BD-122056,Head of Budget,2024-03-29,2024-04-01
MA-000323,FY2023/2024,May,11,2024,Original,PRG-12,DIR-12,CC-027,RG-03,FS-01,DON-00,ACT-027,ACT-027-S01,V-2330,7367867,59434128,2024-05-01,MA-769975,BD-122056,Head of Budget,2024-04-27,2024-05-01
MA-000324,FY2023/2024,June,12,2024,Original,PRG-12,DIR-12,CC-027,RG-03,FS-01,DON-00,ACT-027,ACT-027-S01,V-2330,9823823,69257951,2024-06-01,MA-823846,BD-122056,Head of Budget,2024-05-29,2024-06-01
MA-000325,FY2023/2024,July,1,2023,Original,PRG-12,DIR-12,CC-028,RG-02,FS-01,DON-00,ACT-040,ACT-040-S03,V-2240,4911911,4911911,2023-07-01,MA-579027,BD-107540,Head of Budget,2023-06-28,2023-07-01
MA-000326,FY2023/2024,August,2,2023,Original,PRG-12,DIR-12,CC-028,RG-02,FS-01,DON-00,ACT-040,ACT-040-S03,V-2240,3929529,8841440,2023-08-01,MA-308894,BD-107540,Head of Budget,2023-07-28,2023-08-01
MA-000327,FY2023/2024,September,3,2023,Original,PRG-12,DIR-12,CC-028,RG-02,FS-01,DON-00,ACT-040,ACT-040-S03,V-2240,5894294,14735734,2023-09-01,MA-994787,BD-107540,Head of Budget,2023-08-28,2023-09-01
MA-000328,FY2023/2024,October,4,2023,Original,PRG-12,DIR-12,CC-028,RG-02,FS-01,DON-00,ACT-040,ACT-040-S03,V-2240,4911911,19647645,2023-10-01,MA-211834,BD-107540,Head of Budget,2023-09-29,2023-10-01
MA-000329,FY2023/2024,November,5,2023,Original,PRG-12,DIR-12,CC-028,RG-02,FS-01,DON-00,ACT-040,ACT-040-S03,V-2240,5403103,25050748,2023-11-01,MA-499889,BD-107540,Head of Budget,2023-10-27,2023-11-01
MA-000330,FY2023/2024,December,6,2023,Original,PRG-12,DIR-12,CC-028,RG-02,FS-01,DON-00,ACT-040,ACT-040-S03,V-2240,4420720,29471468,2023-12-01,MA-476395,BD-107540,Head of Budget,2023-11-26,2023-12-01
MA-000331,FY2023/2024,January,7,2024,Original,PRG-12,DIR-12,CC-028,RG-02,FS-01,DON-00,ACT-040,ACT-040-S03,V-2240,4911911,34383379,2024-01-01,MA-410244,BD-107540,Head of Budget,2023-12-29,2024-01-01
MA-000332,FY2023/2024,February,8,2024,Original,PRG-12,DIR-12,CC-028,RG-02,FS-01,DON-00,ACT-040,ACT-040-S03,V-2240,5403103,39786482,2024-02-01,MA-123005,BD-107540,Head of Budget,2024-01-28,2024-02-01
MA-000333,FY2023/2024,March,9,2024,Original,PRG-12,DIR-12,CC-028,RG-02,FS-01,DON-00,ACT-040,ACT-040-S03,V-2240,5894294,45680776,2024-03-01,MA-387813,BD-107540,Head of Budget,2024-02-29,2024-03-01
MA-000334,FY2023/2024,April,10,2024,Original,PRG-12,DIR-12,CC-028,RG-02,FS-01,DON-00,ACT-040,ACT-040-S03,V-2240,6385485,52066261,2024-04-01,MA-693419,BD-107540,Head of Budget,2024-03-31,2024-04-01
MA-000335,FY2023/2024,May,11,2024,Original,PRG-12,DIR-12,CC-028,RG-02,FS-01,DON-00,ACT-040,ACT-040-S03,V-2240,7367867,59434128,2024-05-01,MA-735863,BD-107540,Head of Budget,2024-04-27,2024-05-01
MA-000336,FY2023/2024,June,12,2024,Original,PRG-12,DIR-12,CC-028,RG-02,FS-01,DON-00,ACT-040,ACT-040-S03,V-2240,9823823,69257951,2024-06-01,MA-973294,BD-107540,Head of Budget,2024-05-29,2024-06-01
MA-000337,FY2023/2024,July,1,2023,Original,PRG-11,DIR-11,CC-029,RG-02,FS-01,DON-00,ACT-025,ACT-025-S01,V-2120,2806807,2806807,2023-07-01,MA-913423,BD-446479,Head of Budget,2023-06-29,2023-07-01
MA-000338,FY2023/2024,August,2,2023,Original,PRG-11,DIR-11,CC-029,RG-02,FS-01,DON-00,ACT-025,ACT-025-S01,V-2120,2245445,5052252,2023-08-01,MA-736553,BD-446479,Head of Budget,2023-07-29,2023-08-01
MA-000339,FY2023/2024,September,3,2023,Original,PRG-11,DIR-11,CC-029,RG-02,FS-01,DON-00,ACT-025,ACT-025-S01,V-2120,3368168,8420420,2023-09-01,MA-329642,BD-446479,Head of Budget,2023-08-30,2023-09-01
MA-000340,FY2023/2024,October,4,2023,Original,PRG-11,DIR-11,CC-029,RG-02,FS-01,DON-00,ACT-025,ACT-025-S01,V-2120,2806807,11227227,2023-10-01,MA-751051,BD-446479,Head of Budget,2023-09-28,2023-10-01
MA-000341,FY2023/2024,November,5,2023,Original,PRG-11,DIR-11,CC-029,RG-02,FS-01,DON-00,ACT-025,ACT-025-S01,V-2120,3087487,14314714,2023-11-01,MA-810687,BD-446479,Head of Budget,2023-10-30,2023-11-01
MA-000342,FY2023/2024,December,6,2023,Original,PRG-11,DIR-11,CC-029,RG-02,FS-01,DON-00,ACT-025,ACT-025-S01,V-2120,2526126,16840840,2023-12-01,MA-758765,BD-446479,Head of Budget,2023-11-30,2023-12-01
MA-000343,FY2023/2024,January,7,2024,Original,PRG-11,DIR-11,CC-029,RG-02,FS-01,DON-00,ACT-025,ACT-025-S01,V-2120,2806807,19647647,2024-01-01,MA-757937,BD-446479,Head of Budget,2023-12-31,2024-01-01
MA-000344,FY2023/2024,February,8,2024,Original,PRG-11,DIR-11,CC-029,RG-02,FS-01,DON-00,ACT-025,ACT-025-S01,V-2120,3087487,22735134,2024-02-01,MA-423939,BD-446479,Head of Budget,2024-01-28,2024-02-01
MA-000345,FY2023/2024,March,9,2024,Original,PRG-11,DIR-11,CC-029,RG-02,FS-01,DON-00,ACT-025,ACT-025-S01,V-2120,3368168,26103302,2024-03-01,MA-134985,BD-446479,Head of Budget,2024-02-25,2024-03-01
MA-000346,FY2023/2024,April,10,2024,Original,PRG-11,DIR-11,CC-029,RG-02,FS-01,DON-00,ACT-025,ACT-025-S01,V-2120,3648848,29752150,2024-04-01,MA-482584,BD-446479,Head of Budget,2024-03-30,2024-04-01
MA-000347,FY2023/2024,May,11,2024,Original,PRG-11,DIR-11,CC-029,RG-02,FS-01,DON-00,ACT-025,ACT-025-S01,V-2120,4210210,33962360,2024-05-01,MA-194511,BD-446479,Head of Budget,2024-04-28,2024-05-01
MA-000348,FY2023/2024,June,12,2024,Original,PRG-11,DIR-11,CC-029,RG-02,FS-01,DON-00,ACT-025,ACT-025-S01,V-2120,5613612,39575972,2024-06-01,MA-442589,BD-446479,Head of Budget,2024-05-28,2024-06-01
MA-000349,FY2023/2024,July,1,2023,Original,PRG-11,DIR-11,CC-030,RG-07,FS-01,DON-00,ACT-025,ACT-025-S01,V-2410,2806807,2806807,2023-07-01,MA-284171,BD-324643,Head of Budget,2023-06-29,2023-07-01
MA-000350,FY2023/2024,August,2,2023,Original,PRG-11,DIR-11,CC-030,RG-07,FS-01,DON-00,ACT-025,ACT-025-S01,V-2410,2245445,5052252,2023-08-01,MA-238579,BD-324643,Head of Budget,2023-07-27,2023-08-01
MA-000351,FY2023/2024,September,3,2023,Original,PRG-11,DIR-11,CC-030,RG-07,FS-01,DON-00,ACT-025,ACT-025-S01,V-2410,3368168,8420420,2023-09-01,MA-483629,BD-324643,Head of Budget,2023-08-27,2023-09-01
MA-000352,FY2023/2024,October,4,2023,Original,PRG-11,DIR-11,CC-030,RG-07,FS-01,DON-00,ACT-025,ACT-025-S01,V-2410,2806807,11227227,2023-10-01,MA-626169,BD-324643,Head of Budget,2023-09-28,2023-10-01
MA-000353,FY2023/2024,November,5,2023,Original,PRG-11,DIR-11,CC-030,RG-07,FS-01,DON-00,ACT-025,ACT-025-S01,V-2410,3087487,14314714,2023-11-01,MA-970813,BD-324643,Head of Budget,2023-10-30,2023-11-01
MA-000354,FY2023/2024,December,6,2023,Original,PRG-11,DIR-11,CC-030,RG-07,FS-01,DON-00,ACT-025,ACT-025-S01,V-2410,2526126,16840840,2023-12-01,MA-369452,BD-324643,Head of Budget,2023-11-27,2023-12-01
MA-000355,FY2023/2024,January,7,2024,Original,PRG-11,DIR-11,CC-030,RG-07,FS-01,DON-00,ACT-025,ACT-025-S01,V-2410,2806807,19647647,2024-01-01,MA-945664,BD-324643,Head of Budget,2023-12-29,2024-01-01
MA-000356,FY2023/2024,February,8,2024,Original,PRG-11,DIR-11,CC-030,RG-07,FS-01,DON-00,ACT-025,ACT-025-S01,V-2410,3087487,22735134,2024-02-01,MA-882824,BD-324643,Head of Budget,2024-01-29,2024-02-01
MA-000357,FY2023/2024,March,9,2024,Original,PRG-11,DIR-11,CC-030,RG-07,FS-01,DON-00,ACT-025,ACT-025-S01,V-2410,3368168,26103302,2024-03-01,MA-943298,BD-324643,Head of Budget,2024-02-29,2024-03-01
MA-000358,FY2023/2024,April,10,2024,Original,PRG-11,DIR-11,CC-030,RG-07,FS-01,DON-00,ACT-025,ACT-025-S01,V-2410,3648848,29752150,2024-04-01,MA-591081,BD-324643,Head of Budget,2024-03-31,2024-04-01
MA-000359,FY2023/2024,May,11,2024,Original,PRG-11,DIR-11,CC-030,RG-07,FS-01,DON-00,ACT-025,ACT-025-S01,V-2410,4210210,33962360,2024-05-01,MA-247594,BD-324643,Head of Budget,2024-04-29,2024-05-01
MA-000360,FY2023/2024,June,12,2024,Original,PRG-11,DIR-11,CC-030,RG-07,FS-01,DON-00,ACT-025,ACT-025-S01,V-2410,5613612,39575972,2024-06-01,MA-809176,BD-324643,Head of Budget,2024-05-28,2024-06-01
MA-000361,FY2023/2024,July,1,2023,Original,PRG-11,DIR-11,CC-031,RG-01,FS-01,DON-00,ACT-025,ACT-025-S02,V-2410,2806807,2806807,2023-07-01,MA-986827,BD-946721,Head of Budget,2023-06-26,2023-07-01
MA-000362,FY2023/2024,August,2,2023,Original,PRG-11,DIR-11,CC-031,RG-01,FS-01,DON-00,ACT-025,ACT-025-S02,V-2410,2245445,5052252,2023-08-01,MA-483542,BD-946721,Head of Budget,2023-07-31,2023-08-01
MA-000363,FY2023/2024,September,3,2023,Original,PRG-11,DIR-11,CC-031,RG-01,FS-01,DON-00,ACT-025,ACT-025-S02,V-2410,3368168,8420420,2023-09-01,MA-929090,BD-946721,Head of Budget,2023-08-28,2023-09-01
MA-000364,FY2023/2024,October,4,2023,Original,PRG-11,DIR-11,CC-031,RG-01,FS-01,DON-00,ACT-025,ACT-025-S02,V-2410,2806807,11227227,2023-10-01,MA-114594,BD-946721,Head of Budget,2023-09-28,2023-10-01
MA-000365,FY2023/2024,November,5,2023,Original,PRG-11,DIR-11,CC-031,RG-01,FS-01,DON-00,ACT-025,ACT-025-S02,V-2410,3087487,14314714,2023-11-01,MA-662636,BD-946721,Head of Budget,2023-10-31,2023-11-01
MA-000366,FY2023/2024,December,6,2023,Original,PRG-11,DIR-11,CC-031,RG-01,FS-01,DON-00,ACT-025,ACT-025-S02,V-2410,2526126,16840840,2023-12-01,MA-576877,BD-946721,Head of Budget,2023-11-28,2023-12-01
MA-000367,FY2023/2024,January,7,2024,Original,PRG-11,DIR-11,CC-031,RG-01,FS-01,DON-00,ACT-025,ACT-025-S02,V-2410,2806807,19647647,2024-01-01,MA-805511,BD-946721,Head of Budget,2023-12-29,2024-01-01
MA-000368,FY2023/2024,February,8,2024,Original,PRG-11,DIR-11,CC-031,RG-01,FS-01,DON-00,ACT-025,ACT-025-S02,V-2410,3087487,22735134,2024-02-01,MA-712955,BD-946721,Head of Budget,2024-01-28,2024-02-01
MA-000369,FY2023/2024,March,9,2024,Original,PRG-11,DIR-11,CC-031,RG-01,FS-01,DON-00,ACT-025,ACT-025-S02,V-2410,3368168,26103302,2024-03-01,MA-962367,BD-946721,Head of Budget,2024-02-27,2024-03-01
MA-000370,FY2023/2024,April,10,2024,Original,PRG-11,DIR-11,CC-031,RG-01,FS-01,DON-00,ACT-025,ACT-025-S02,V-2410,3648848,29752150,2024-04-01,MA-213609,BD-946721,Head of Budget,2024-03-30,2024-04-01
MA-000371,FY2023/2024,May,11,2024,Original,PRG-11,DIR-11,CC-031,RG-01,FS-01,DON-00,ACT-025,ACT-025-S02,V-2410,4210210,33962360,2024-05-01,MA-594379,BD-946721,Head of Budget,2024-04-30,2024-05-01
MA-000372,FY2023/2024,June,12,2024,Original,PRG-11,DIR-11,CC-031,RG-01,FS-01,DON-00,ACT-025,ACT-025-S02,V-2410,5613612,39575972,2024-06-01,MA-749641,BD-946721,Head of Budget,2024-05-27,2024-06-01
MA-000373,FY2023/2024,July,1,2023,Original,PRG-11,DIR-11,CC-032,RG-01,FS-01,DON-00,ACT-026,ACT-026-S01,V-2380,2806807,2806807,2023-07-01,MA-443939,BD-471507,Head of Budget,2023-06-26,2023-07-01
MA-000374,FY2023/2024,August,2,2023,Original,PRG-11,DIR-11,CC-032,RG-01,FS-01,DON-00,ACT-026,ACT-026-S01,V-2380,2245445,5052252,2023-08-01,MA-332120,BD-471507,Head of Budget,2023-07-31,2023-08-01
MA-000375,FY2023/2024,September,3,2023,Original,PRG-11,DIR-11,CC-032,RG-01,FS-01,DON-00,ACT-026,ACT-026-S01,V-2380,3368168,8420420,2023-09-01,MA-766269,BD-471507,Head of Budget,2023-08-28,2023-09-01
MA-000376,FY2023/2024,October,4,2023,Original,PRG-11,DIR-11,CC-032,RG-01,FS-01,DON-00,ACT-026,ACT-026-S01,V-2380,2806807,11227227,2023-10-01,MA-835132,BD-471507,Head of Budget,2023-09-28,2023-10-01
MA-000377,FY2023/2024,November,5,2023,Original,PRG-11,DIR-11,CC-032,RG-01,FS-01,DON-00,ACT-026,ACT-026-S01,V-2380,3087487,14314714,2023-11-01,MA-780776,BD-471507,Head of Budget,2023-10-28,2023-11-01
MA-000378,FY2023/2024,December,6,2023,Original,PRG-11,DIR-11,CC-032,RG-01,FS-01,DON-00,ACT-026,ACT-026-S01,V-2380,2526126,16840840,2023-12-01,MA-222343,BD-471507,Head of Budget,2023-11-29,2023-12-01
MA-000379,FY2023/2024,January,7,2024,Original,PRG-11,DIR-11,CC-032,RG-01,FS-01,DON-00,ACT-026,ACT-026-S01,V-2380,2806807,19647647,2024-01-01,MA-147549,BD-471507,Head of Budget,2023-12-31,2024-01-01
MA-000380,FY2023/2024,February,8,2024,Original,PRG-11,DIR-11,CC-032,RG-01,FS-01,DON-00,ACT-026,ACT-026-S01,V-2380,3087487,22735134,2024-02-01,MA-419149,BD-471507,Head of Budget,2024-01-28,2024-02-01
MA-000381,FY2023/2024,March,9,2024,Original,PRG-11,DIR-11,CC-032,RG-01,FS-01,DON-00,ACT-026,ACT-026-S01,V-2380,3368168,26103302,2024-03-01,MA-221761,BD-471507,Head of Budget,2024-02-29,2024-03-01
MA-000382,FY2023/2024,April,10,2024,Original,PRG-11,DIR-11,CC-032,RG-01,FS-01,DON-00,ACT-026,ACT-026-S01,V-2380,3648849,29752151,2024-04-01,MA-346205,BD-471507,Head of Budget,2024-03-27,2024-04-01
MA-000383,FY2023/2024,May,11,2024,Original,PRG-11,DIR-11,CC-032,RG-01,FS-01,DON-00,ACT-026,ACT-026-S01,V-2380,4210210,33962361,2024-05-01,MA-242254,BD-471507,Head of Budget,2024-04-27,2024-05-01
MA-000384,FY2023/2024,June,12,2024,Original,PRG-11,DIR-11,CC-032,RG-01,FS-01,DON-00,ACT-026,ACT-026-S01,V-2380,5613612,39575973,2024-06-01,MA-575679,BD-471507,Head of Budget,2024-05-29,2024-06-01
MA-000385,FY2024/2025,July,1,2024,Original,PRG-01,DIR-01,CC-001,RG-01,FS-02,DON-00,ACT-039,ACT-039-S02,V-2510,1942210,1942210,2024-07-01,MA-803055,BD-806073,Head of Budget,2024-06-26,2024-07-01
MA-000386,FY2024/2025,August,2,2024,Original,PRG-01,DIR-01,CC-001,RG-01,FS-02,DON-00,ACT-039,ACT-039-S02,V-2510,1553768,3495978,2024-08-01,MA-539486,BD-806073,Head of Budget,2024-07-27,2024-08-01
MA-000387,FY2024/2025,September,3,2024,Original,PRG-01,DIR-01,CC-001,RG-01,FS-02,DON-00,ACT-039,ACT-039-S02,V-2510,2330652,5826630,2024-09-01,MA-878325,BD-806073,Head of Budget,2024-08-30,2024-09-01
MA-000388,FY2024/2025,October,4,2024,Original,PRG-01,DIR-01,CC-001,RG-01,FS-02,DON-00,ACT-039,ACT-039-S02,V-2510,1942210,7768840,2024-10-01,MA-535037,BD-806073,Head of Budget,2024-09-30,2024-10-01
MA-000389,FY2024/2025,November,5,2024,Original,PRG-01,DIR-01,CC-001,RG-01,FS-02,DON-00,ACT-039,ACT-039-S02,V-2510,2136431,9905271,2024-11-01,MA-974190,BD-806073,Head of Budget,2024-10-28,2024-11-01
MA-000390,FY2024/2025,December,6,2024,Original,PRG-01,DIR-01,CC-001,RG-01,FS-02,DON-00,ACT-039,ACT-039-S02,V-2510,1747989,11653260,2024-12-01,MA-745558,BD-806073,Head of Budget,2024-11-27,2024-12-01
MA-000391,FY2024/2025,January,7,2025,Original,PRG-01,DIR-01,CC-001,RG-01,FS-02,DON-00,ACT-039,ACT-039-S02,V-2510,1942210,13595470,2025-01-01,MA-393328,BD-806073,Head of Budget,2024-12-31,2025-01-01
MA-000392,FY2024/2025,February,8,2025,Original,PRG-01,DIR-01,CC-001,RG-01,FS-02,DON-00,ACT-039,ACT-039-S02,V-2510,2136431,15731901,2025-02-01,MA-823811,BD-806073,Head of Budget,2025-01-29,2025-02-01
MA-000393,FY2024/2025,March,9,2025,Original,PRG-01,DIR-01,CC-001,RG-01,FS-02,DON-00,ACT-039,ACT-039-S02,V-2510,2330652,18062553,2025-03-01,MA-327823,BD-806073,Head of Budget,2025-02-25,2025-03-01
MA-000394,FY2024/2025,April,10,2025,Original,PRG-01,DIR-01,CC-001,RG-01,FS-02,DON-00,ACT-039,ACT-039-S02,V-2510,2524873,20587426,2025-04-01,MA-566297,BD-806073,Head of Budget,2025-03-30,2025-04-01
MA-000395,FY2024/2025,May,11,2025,Original,PRG-01,DIR-01,CC-001,RG-01,FS-02,DON-00,ACT-039,ACT-039-S02,V-2510,2913315,23500741,2025-05-01,MA-997004,BD-806073,Head of Budget,2025-04-28,2025-05-01
MA-000396,FY2024/2025,June,12,2025,Original,PRG-01,DIR-01,CC-001,RG-01,FS-02,DON-00,ACT-039,ACT-039-S02,V-2510,3884418,27385159,2025-06-01,MA-204180,BD-806073,Head of Budget,2025-05-29,2025-06-01
MA-000397,FY2024/2025,July,1,2024,Original,PRG-02,DIR-02,CC-002,RG-01,FS-01,DON-00,ACT-003,ACT-003-S01,V-2330,3884420,3884420,2024-07-01,MA-670913,BD-939482,Head of Budget,2024-06-28,2024-07-01
MA-000398,FY2024/2025,August,2,2024,Original,PRG-02,DIR-02,CC-002,RG-01,FS-01,DON-00,ACT-003,ACT-003-S01,V-2330,3107536,6991956,2024-08-01,MA-163491,BD-939482,Head of Budget,2024-07-28,2024-08-01
MA-000399,FY2024/2025,September,3,2024,Original,PRG-02,DIR-02,CC-002,RG-01,FS-01,DON-00,ACT-003,ACT-003-S01,V-2330,4661304,11653260,2024-09-01,MA-389282,BD-939482,Head of Budget,2024-08-30,2024-09-01
MA-000400,FY2024/2025,October,4,2024,Original,PRG-02,DIR-02,CC-002,RG-01,FS-01,DON-00,ACT-003,ACT-003-S01,V-2330,3884420,15537680,2024-10-01,MA-228093,BD-939482,Head of Budget,2024-09-27,2024-10-01
MA-000401,FY2024/2025,November,5,2024,Original,PRG-02,DIR-02,CC-002,RG-01,FS-01,DON-00,ACT-003,ACT-003-S01,V-2330,4272862,19810542,2024-11-01,MA-196126,BD-939482,Head of Budget,2024-10-30,2024-11-01
MA-000402,FY2024/2025,December,6,2024,Original,PRG-02,DIR-02,CC-002,RG-01,FS-01,DON-00,ACT-003,ACT-003-S01,V-2330,3495978,23306520,2024-12-01,MA-772875,BD-939482,Head of Budget,2024-11-26,2024-12-01
MA-000403,FY2024/2025,January,7,2025,Original,PRG-02,DIR-02,CC-002,RG-01,FS-01,DON-00,ACT-003,ACT-003-S01,V-2330,3884420,27190940,2025-01-01,MA-122394,BD-939482,Head of Budget,2024-12-31,2025-01-01
MA-000404,FY2024/2025,February,8,2025,Original,PRG-02,DIR-02,CC-002,RG-01,FS-01,DON-00,ACT-003,ACT-003-S01,V-2330,4272862,31463802,2025-02-01,MA-925013,BD-939482,Head of Budget,2025-01-29,2025-02-01
MA-000405,FY2024/2025,March,9,2025,Original,PRG-02,DIR-02,CC-002,RG-01,FS-01,DON-00,ACT-003,ACT-003-S01,V-2330,4661304,36125106,2025-03-01,MA-355400,BD-939482,Head of Budget,2025-02-27,2025-03-01
MA-000406,FY2024/2025,April,10,2025,Original,PRG-02,DIR-02,CC-002,RG-01,FS-01,DON-00,ACT-003,ACT-003-S01,V-2330,5049746,41174852,2025-04-01,MA-925206,BD-939482,Head of Budget,2025-03-27,2025-04-01
MA-000407,FY2024/2025,May,11,2025,Original,PRG-02,DIR-02,CC-002,RG-01,FS-01,DON-00,ACT-003,ACT-003-S01,V-2330,5826630,47001482,2025-05-01,MA-315173,BD-939482,Head of Budget,2025-04-30,2025-05-01
MA-000408,FY2024/2025,June,12,2025,Original,PRG-02,DIR-02,CC-002,RG-01,FS-01,DON-00,ACT-003,ACT-003-S01,V-2330,7768836,54770318,2025-06-01,MA-970127,BD-939482,Head of Budget,2025-05-27,2025-06-01
MA-000409,FY2024/2025,July,1,2024,Original,PRG-03,DIR-03,CC-003,RG-01,FS-01,DON-00,ACT-006,ACT-006-S01,V-2430,1942210,1942210,2024-07-01,MA-317220,BD-570405,Head of Budget,2024-06-26,2024-07-01
MA-000410,FY2024/2025,August,2,2024,Original,PRG-03,DIR-03,CC-003,RG-01,FS-01,DON-00,ACT-006,ACT-006-S01,V-2430,1553768,3495978,2024-08-01,MA-326441,BD-570405,Head of Budget,2024-07-30,2024-08-01
