TransactionID,FinancialYear,TransactionDate,PostingDate,DocumentNumber,InvoiceNumber,SupplierID,SupplierCategory,ProgrammeCode,DirectorateCode,CostCentreCode,RegionCode,FundSourceCode,DonorCode,ActivityCode,SubActivityCode,VoteCode,ProcurementCategory,Description,GrossAmount,TaxAmount,NetAmount,CommitmentReference,PurchaseOrderReference,PaymentVoucherReference,PaymentStatus,PaymentDate,AccountingPeriod,EnteredByRole,ApprovedByRole,SourceSystem,DataQualityFlag
TXN-0000589,FY2023/2024,2024-03-07,2024-03-12,DOC-474723,INV-293626,SUP-4879,Equipment,PRG-11,DIR-11,CC-032,RG-01,FS-01,DON-00,ACT-026,ACT-026-S03,V-5110,Construction,Construction - Equipment Maintenance and Repair,336000,53800,282200,CMT-163838,,PV-887068,Paid,2024-04-09,FY2023/2024-M09,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000590,FY2023/2024,2023-07-28,2023-08-01,DOC-975753,INV-270922,SUP-4441,Consultancy,PRG-13,DIR-13,CC-013,RG-01,FS-01,DON-00,ACT-029,ACT-029-S02,V-3110,Utilities,Utilities - Regional Service Coordination,398000,63700,334300,CMT-198114,PO-256463,PV-774141,Paid,2023-09-04,FY2023/2024-M01,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000591,FY2023/2024,2024-04-28,2024-05-03,DOC-305869,INV-105151,SUP-7808,Security Services,PRG-11,DIR-11,CC-011,RG-01,FS-01,DON-00,ACT-026,ACT-026-S03,V-2120,Maintenance,Maintenance - Equipment Maintenance and Repair,393000,62900,330100,CMT-820134,PO-197443,PV-738265,Paid,2024-05-11,FY2023/2024-M10,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000592,FY2023/2024,2023-08-28,2023-09-02,DOC-530033,INV-589216,SUP-3287,Professional Services,PRG-10,DIR-10,CC-010,RG-01,FS-02,DON-00,ACT-024,ACT-024-S01,V-2310,ICT Services,ICT Services - Monitoring and Evaluation,119000,0,119000,CMT-908847,,PV-193571,Pending Payment,,FY2023/2024-M02,Accounts Officer,Chief Accountant,IFMIS,Warning
TXN-0000593,FY2023/2024,2023-08-24,2023-08-24,DOC-654859,INV-896867,SUP-8170,Maintenance,PRG-08,DIR-08,CC-008,RG-01,FS-01,DON-00,ACT-020,ACT-020-S04,V-2230,Fuel and Lubricants,Fuel and Lubricants - Risk Assessment and Management,43000,6900,36100,CMT-753235,,PV-324488,Paid,2023-09-19,FY2023/2024-M02,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000594,FY2023/2024,2023-07-15,2023-07-20,DOC-914375,INV-646300,SUP-2697,Fuel and Lubricants,PRG-13,DIR-13,CC-019,RG-06,FS-01,DON-00,ACT-029,ACT-029-S02,V-2420,Printing and Stationery,Printing and Stationery - Regional Service Coordination,38000,0,38000,,PO-205338,PV-194477,Pending Payment,,FY2023/2024-M01,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000595,FY2023/2024,2023-11-05,2023-11-09,DOC-963227,INV-720129,SUP-4172,Consultancy,PRG-02,DIR-02,CC-002,RG-01,FS-03,DON-00,ACT-035,ACT-035-S01,V-3130,Construction,Construction - Revenue Collection and Management,450000,0,450000,,,PV-466975,Paid,2023-11-22,FY2023/2024-M05,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000596,FY2023/2024,2024-06-25,2024-06-30,DOC-339980,INV-575774,SUP-2943,Fuel and Lubricants,PRG-12,DIR-12,CC-025,RG-04,FS-02,DON-00,ACT-027,ACT-027-S01,V-2380,Construction,Construction - Infrastructure Construction,740000,0,740000,CMT-544451,,PV-676396,Paid,2024-07-06,FY2023/2024-M12,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000597,FY2023/2024,2023-12-29,2024-01-03,DOC-605258,INV-156429,SUP-7921,ICT Services,PRG-12,DIR-12,CC-024,RG-05,FS-01,DON-00,ACT-028,ACT-028-S02,V-2250,Professional Services,Professional Services - Project Management,160000,0,160000,CMT-269820,PO-684610,PV-618895,Paid,2024-01-09,FY2023/2024-M06,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000598,FY2023/2024,2023-11-01,2023-11-04,DOC-656843,INV-781673,SUP-2753,Travel and Accommodation,PRG-04,DIR-04,CC-004,RG-01,FS-02,DON-00,ACT-009,ACT-009-S01,V-2460,ICT Services,ICT Services - Training and Capacity Building,303000,48500,254500,CMT-266302,,PV-817696,Paid,2023-11-17,FY2023/2024-M05,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000599,FY2023/2024,2024-05-30,2024-06-02,DOC-905738,INV-770919,SUP-8396,Travel and Accommodation,PRG-01,DIR-01,CC-001,RG-01,FS-01,DON-00,ACT-002,ACT-002-S02,V-2210,ICT Services,ICT Services - Board and Governance Support,59000,0,59000,CMT-925061,PO-168034,PV-488904,Cancelled,,FY2023/2024-M11,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000600,FY2023/2024,2024-02-05,2024-02-07,DOC-681898,INV-162283,SUP-2941,Printing and Stationery,PRG-12,DIR-12,CC-023,RG-01,FS-03,DON-00,ACT-028,ACT-028-S02,V-2450,Maintenance,Maintenance - Project Management,191000,0,191000,CMT-317285,PO-872468,PV-931027,Paid,2024-02-12,FY2023/2024-M08,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000601,FY2023/2024,2024-01-17,2024-01-17,DOC-862066,INV-802749,SUP-7000,Security Services,PRG-13,DIR-13,CC-015,RG-02,FS-01,DON-00,ACT-029,ACT-029-S02,V-2430,ICT Services,ICT Services - Regional Service Coordination,309000,0,309000,CMT-721540,PO-854757,PV-213436,Paid,2024-02-24,FY2023/2024-M07,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000602,FY2023/2024,2023-12-02,2023-12-05,DOC-150120,INV-952489,SUP-5714,Travel and Accommodation,PRG-04,DIR-04,CC-004,RG-01,FS-01,DON-00,ACT-037,ACT-037-S01,V-2360,Utilities,Utilities - Fleet Management,259000,0,259000,,,PV-615934,Paid,2023-12-31,FY2023/2024-M06,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000603,FY2023/2024,2023-11-06,2023-11-08,DOC-568524,INV-546597,SUP-8036,Construction,PRG-13,DIR-13,CC-013,RG-01,FS-02,DON-00,ACT-030,ACT-030-S01,V-2240,Professional Services,Professional Services - Community Outreach,44000,0,44000,CMT-131125,PO-688521,PV-105732,Paid,2023-12-16,FY2023/2024-M05,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000604,FY2023/2024,2023-12-30,2024-01-01,DOC-558027,INV-963180,SUP-3439,ICT Services,PRG-13,DIR-13,CC-013,RG-01,FS-01,DON-00,ACT-029,ACT-029-S03,V-2430,Medical Supplies,Medical Supplies - Regional Service Coordination,499000,0,499000,CMT-167187,PO-971044,PV-244936,Pending Payment,,FY2023/2024-M06,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000605,FY2023/2024,2024-06-11,2024-06-16,DOC-153034,INV-568641,SUP-8956,Equipment,PRG-11,DIR-11,CC-031,RG-01,FS-05,DON-04,ACT-025,ACT-025-S01,V-2211,Utilities,Utilities - Technical Service Delivery,545000,0,545000,CMT-364573,PO-885407,PV-786925,Paid,2024-06-25,FY2023/2024-M12,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000606,FY2023/2024,2023-11-03,2023-11-05,DOC-738424,INV-626213,SUP-1620,Construction,PRG-13,DIR-13,CC-016,RG-03,FS-02,DON-00,ACT-029,ACT-029-S03,V-2530,Travel and Accommodation,Travel and Accommodation - Regional Service Coordination,189000,30200,158800,CMT-970455,PO-621043,PV-514187,Paid,2023-11-12,FY2023/2024-M05,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000607,FY2023/2024,2024-04-13,2024-04-17,DOC-500560,INV-204413,SUP-3432,Maintenance,PRG-11,DIR-11,CC-032,RG-01,FS-01,DON-00,ACT-025,ACT-025-S01,V-2360,Security Services,Security Services - Technical Service Delivery,547000,0,547000,CMT-151489,PO-698755,PV-379103,Paid,2024-05-10,FY2023/2024-M10,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000608,FY2023/2024,2023-10-22,2023-10-26,DOC-219473,INV-740204,SUP-8308,Professional Services,PRG-13,DIR-13,CC-015,RG-02,FS-01,DON-00,ACT-029,ACT-029-S02,V-2450,Consultancy,Consultancy - Regional Service Coordination,423000,67700,355300,CMT-962501,,PV-273164,Paid,2023-12-07,FY2023/2024-M04,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000609,FY2023/2024,2024-01-28,2024-01-29,DOC-266050,INV-792852,SUP-1449,Equipment,PRG-09,DIR-09,CC-009,RG-01,FS-01,DON-00,ACT-021,ACT-021-S01,V-4110,Security Services,Security Services - Public Communications,497000,79500,417500,,PO-199696,PV-990890,Paid,2024-02-29,FY2023/2024-M07,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000610,FY2023/2024,2024-03-15,2024-03-16,DOC-566046,INV-123501,SUP-9806,Printing and Stationery,PRG-06,DIR-06,CC-006,RG-01,FS-02,DON-00,ACT-014,ACT-014-S02,V-5110,Cleaning Services,Cleaning Services - ICT Systems Development,715000,114400,600600,,,PV-793618,Pending Payment,,FY2023/2024-M09,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000611,FY2023/2024,2024-03-15,2024-03-17,DOC-561744,INV-631468,SUP-7124,Security Services,PRG-02,DIR-02,CC-002,RG-01,FS-01,DON-00,ACT-003,ACT-003-S02,V-2520,Fuel and Lubricants,Fuel and Lubricants - Financial Accounting and Reporting,146000,0,146000,,PO-164712,PV-951307,Paid,2024-04-05,FY2023/2024-M09,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000612,FY2023/2024,2023-07-27,2023-07-28,DOC-522816,INV-195948,SUP-2376,Fuel and Lubricants,PRG-13,DIR-13,CC-017,RG-04,FS-01,DON-00,ACT-029,ACT-029-S02,V-4120,Equipment,Equipment - Regional Service Coordination,83000,0,83000,CMT-623957,PO-719110,PV-383551,Paid,2023-08-07,FY2023/2024-M01,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000613,FY2023/2024,2023-09-30,2023-10-03,DOC-717445,INV-471868,SUP-4757,Consultancy,PRG-12,DIR-12,CC-028,RG-02,FS-01,DON-00,ACT-040,ACT-040-S03,V-2310,Medical Supplies,Medical Supplies - Environmental and Social Safeguards,304000,48600,255400,CMT-928868,PO-709196,PV-544095,Paid,2023-10-11,FY2023/2024-M03,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000614,FY2023/2024,2023-08-29,2023-09-03,DOC-495718,INV-471240,SUP-2753,Security Services,PRG-12,DIR-12,CC-023,RG-01,FS-04,DON-02,ACT-028,ACT-028-S01,V-4130,Fuel and Lubricants,Fuel and Lubricants - Project Management,246000,39400,206600,CMT-943906,PO-772322,PV-517499,Paid,2023-09-22,FY2023/2024-M02,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000615,FY2023/2024,2023-09-13,2023-09-17,DOC-550162,INV-126865,SUP-5352,Security Services,PRG-13,DIR-13,CC-019,RG-06,FS-02,DON-00,ACT-029,ACT-029-S03,V-2440,Training,Training - Regional Service Coordination,607000,0,607000,CMT-259057,PO-112179,PV-260378,Paid,2023-10-08,FY2023/2024-M03,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000616,FY2023/2024,2024-03-27,2024-04-01,DOC-100359,INV-626943,SUP-4637,Training,PRG-12,DIR-12,CC-022,RG-02,FS-01,DON-00,ACT-027,ACT-027-S02,V-2310,Cleaning Services,Cleaning Services - Infrastructure Construction,279000,0,279000,CMT-658580,PO-339025,PV-743909,Paid,2024-05-10,FY2023/2024-M09,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000617,FY2023/2024,2023-07-19,2023-07-19,DOC-193513,INV-414467,SUP-2210,Maintenance,PRG-12,DIR-12,CC-028,RG-02,FS-01,DON-00,ACT-027,ACT-027-S02,V-2430,Medical Supplies,Medical Supplies - Infrastructure Construction,331000,53000,278000,,PO-893445,PV-859977,Paid,2023-09-01,FY2023/2024-M01,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000618,FY2023/2024,2023-10-07,2023-10-10,DOC-360702,INV-145918,SUP-5169,Travel and Accommodation,PRG-12,DIR-12,CC-023,RG-01,FS-05,DON-02,ACT-040,ACT-040-S03,V-2330,Consultancy,Consultancy - Environmental and Social Safeguards,262000,0,262000,CMT-198980,PO-917636,PV-970379,Paid,2023-10-15,FY2023/2024-M04,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000619,FY2023/2024,2024-06-20,2024-06-20,DOC-830872,INV-403198,SUP-5482,Professional Services,PRG-02,DIR-02,CC-002,RG-01,FS-02,DON-00,ACT-004,ACT-004-S03,V-2530,Security Services,Security Services - Budget Preparation and Management,225000,0,225000,,PO-986180,PV-166248,Paid,2024-06-27,FY2023/2024-M12,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000620,FY2023/2024,2024-02-02,2024-02-06,DOC-584153,INV-973807,SUP-3383,ICT Services,PRG-11,DIR-11,CC-031,RG-01,FS-02,DON-00,ACT-025,ACT-025-S01,V-2520,Construction,Construction - Technical Service Delivery,505000,80800,424200,CMT-564362,PO-642084,PV-988973,Paid,2024-02-11,FY2023/2024-M08,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000621,FY2023/2024,2023-08-22,2023-08-26,DOC-710029,INV-515055,SUP-8214,Training,PRG-13,DIR-13,CC-015,RG-02,FS-02,DON-00,ACT-030,ACT-030-S01,V-2430,Training,Training - Community Outreach,273000,43700,229300,,PO-427523,PV-822142,Paid,2023-09-15,FY2023/2024-M02,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000622,FY2023/2024,2023-08-05,2023-08-10,DOC-820846,INV-918986,SUP-8827,Travel and Accommodation,PRG-13,DIR-13,CC-021,RG-08,FS-03,DON-00,ACT-030,ACT-030-S02,V-3120,Professional Services,Professional Services - Community Outreach,74000,11800,62200,CMT-500021,,PV-146649,Paid,2023-08-26,FY2023/2024-M02,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000623,FY2023/2024,2023-12-18,2023-12-22,DOC-429659,INV-360626,SUP-7730,Consultancy,PRG-08,DIR-08,CC-008,RG-01,FS-01,DON-00,ACT-019,ACT-019-S02,V-2220,Consultancy,Consultancy - Internal Audit Programmes,59000,9400,49600,,PO-707407,PV-372530,Pending Payment,,FY2023/2024-M06,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000624,FY2023/2024,2023-12-21,2023-12-25,DOC-708555,INV-362372,SUP-3931,Professional Services,PRG-12,DIR-12,CC-024,RG-05,FS-01,DON-00,ACT-040,ACT-040-S01,V-2420,Professional Services,Professional Services - Environmental and Social Safeguards,40000,6400,33600,CMT-494616,,PV-815557,Paid,2024-01-07,FY2023/2024-M06,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000625,FY2023/2024,2023-11-01,2023-11-03,DOC-564619,INV-456428,SUP-9806,Professional Services,PRG-12,DIR-12,CC-028,RG-02,FS-01,DON-00,ACT-028,ACT-028-S02,V-2440,Medical Supplies,Medical Supplies - Project Management,306000,0,306000,CMT-920528,,PV-905312,Paid,2023-12-01,FY2023/2024-M05,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000626,FY2023/2024,2023-12-09,2023-12-12,DOC-995786,INV-764307,SUP-4019,Utilities,PRG-13,DIR-13,CC-015,RG-02,FS-01,DON-00,ACT-029,ACT-029-S03,V-2120,Maintenance,Maintenance - Regional Service Coordination,467000,0,467000,CMT-403238,PO-515750,PV-763354,Pending Payment,,FY2023/2024-M06,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000627,FY2023/2024,2023-12-04,2023-12-05,DOC-936964,INV-573879,SUP-8015,Security Services,PRG-12,DIR-12,CC-023,RG-01,FS-02,DON-00,ACT-027,ACT-027-S01,V-2110,Equipment,Equipment - Infrastructure Construction,245000,0,245000,,PO-520726,PV-240862,Paid,2023-12-21,FY2023/2024-M06,Accounts Officer,Chief Accountant,IFMIS,Warning
TXN-0000628,FY2023/2024,2023-12-03,2023-12-05,DOC-954888,INV-363403,SUP-9739,Printing and Stationery,PRG-05,DIR-05,CC-005,RG-01,FS-01,DON-00,ACT-036,ACT-036-S01,V-2230,Training,Training - Asset Management,391000,0,391000,,,PV-106416,Pending Payment,,FY2023/2024-M06,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000629,FY2023/2024,2024-03-05,2024-03-06,DOC-724452,INV-475772,SUP-8275,Professional Services,PRG-01,DIR-01,CC-001,RG-01,FS-05,DON-04,ACT-001,ACT-001-S02,V-5120,Consultancy,Consultancy - General Management and Administration,374000,59800,314200,,PO-241463,PV-853169,Pending Payment,,FY2023/2024-M09,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000630,FY2023/2024,2024-01-02,2024-01-03,DOC-601976,INV-458770,SUP-4735,Utilities,PRG-13,DIR-13,CC-017,RG-04,FS-01,DON-00,ACT-029,ACT-029-S03,V-2450,Consultancy,Consultancy - Regional Service Coordination,93000,0,93000,CMT-717340,,PV-889115,Paid,2024-01-22,FY2023/2024-M07,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000631,FY2023/2024,2024-03-06,2024-03-08,DOC-343857,INV-627918,SUP-6313,Training,PRG-04,DIR-04,CC-004,RG-01,FS-05,DON-02,ACT-037,ACT-037-S03,V-3140,Travel and Accommodation,Travel and Accommodation - Fleet Management,709000,113400,595600,CMT-888971,,PV-381390,Paid,2024-04-17,FY2023/2024-M09,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000632,FY2023/2024,2023-07-24,2023-07-25,DOC-180429,INV-216815,SUP-3292,Maintenance,PRG-03,DIR-03,CC-003,RG-01,FS-02,DON-00,ACT-007,ACT-007-S03,V-3110,Training,Training - Performance Monitoring and Reporting,402000,0,402000,CMT-847556,,PV-399332,Pending Payment,,FY2023/2024-M01,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000633,FY2023/2024,2024-03-10,2024-03-15,DOC-132196,INV-300936,SUP-9829,Utilities,PRG-11,DIR-11,CC-032,RG-01,FS-04,DON-04,ACT-025,ACT-025-S02,V-2460,Medical Supplies,Medical Supplies - Technical Service Delivery,177000,28300,148700,,,PV-597793,Paid,2024-03-30,FY2023/2024-M09,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000634,FY2023/2024,2023-12-07,2023-12-07,DOC-671808,INV-627477,SUP-3372,Training,PRG-01,DIR-01,CC-001,RG-01,FS-05,DON-01,ACT-001,ACT-001-S01,V-2420,Training,Training - General Management and Administration,196000,31400,164600,,PO-988951,PV-340667,Paid,2023-12-26,FY2023/2024-M06,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000635,FY2023/2024,2023-11-17,2023-11-19,DOC-462115,INV-280617,SUP-5568,Training,PRG-01,DIR-01,CC-001,RG-01,FS-01,DON-00,ACT-001,ACT-001-S01,V-5110,Office Furniture,Office Furniture - General Management and Administration,282000,0,282000,CMT-802573,,PV-374362,Paid,2023-11-28,FY2023/2024-M05,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000636,FY2023/2024,2023-11-20,2023-11-21,DOC-772962,INV-819575,SUP-6251,Maintenance,PRG-12,DIR-12,CC-028,RG-02,FS-03,DON-00,ACT-027,ACT-027-S01,V-5130,Consultancy,Consultancy - Infrastructure Construction,74000,11800,62200,,PO-662698,PV-578667,Paid,2023-12-31,FY2023/2024-M05,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000637,FY2023/2024,2024-03-20,2024-03-20,DOC-837230,INV-239297,SUP-8853,ICT Services,PRG-13,DIR-13,CC-017,RG-04,FS-01,DON-00,ACT-030,ACT-030-S02,V-5120,Fuel and Lubricants,Fuel and Lubricants - Community Outreach,641000,102600,538400,CMT-571244,PO-366121,PV-495147,Paid,2024-04-14,FY2023/2024-M09,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000638,FY2023/2024,2023-10-21,2023-10-22,DOC-349841,INV-695604,SUP-2690,Fuel and Lubricants,PRG-03,DIR-03,CC-003,RG-01,FS-01,DON-00,ACT-006,ACT-006-S02,V-2520,Fuel and Lubricants,Fuel and Lubricants - Strategic Planning,546000,87400,458600,,,PV-791568,Paid,2023-11-06,FY2023/2024-M04,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000639,FY2023/2024,2024-03-30,2024-03-30,DOC-275933,INV-252783,SUP-2984,Professional Services,PRG-11,DIR-11,CC-032,RG-01,FS-04,DON-02,ACT-025,ACT-025-S02,V-2330,Fuel and Lubricants,Fuel and Lubricants - Technical Service Delivery,390000,62400,327600,,PO-341192,PV-284265,Paid,2024-05-09,FY2023/2024-M09,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000640,FY2023/2024,2023-07-17,2023-07-22,DOC-809608,INV-604204,SUP-7328,ICT Services,PRG-02,DIR-02,CC-002,RG-01,FS-01,DON-00,ACT-003,ACT-003-S02,V-4110,ICT Services,ICT Services - Financial Accounting and Reporting,56000,0,56000,CMT-187672,,PV-298548,Paid,2023-08-31,FY2023/2024-M01,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000641,FY2023/2024,2023-12-21,2023-12-22,DOC-891797,INV-149665,SUP-8906,Training,PRG-12,DIR-12,CC-025,RG-04,FS-04,DON-02,ACT-027,ACT-027-S02,V-2211,Cleaning Services,Cleaning Services - Infrastructure Construction,311000,0,311000,CMT-887559,,PV-677064,Paid,2024-01-01,FY2023/2024-M06,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000642,FY2023/2024,2024-05-26,2024-05-26,DOC-117722,INV-579245,SUP-7623,Fuel and Lubricants,PRG-09,DIR-09,CC-009,RG-01,FS-01,DON-00,ACT-021,ACT-021-S02,V-3110,Construction,Construction - Public Communications,316000,50600,265400,CMT-957074,,PV-445426,Paid,2024-06-12,FY2023/2024-M11,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000643,FY2023/2024,2024-06-29,2024-07-04,DOC-113675,INV-778748,SUP-7438,Travel and Accommodation,PRG-12,DIR-12,CC-025,RG-04,FS-01,DON-00,ACT-028,ACT-028-S01,V-3130,Consultancy,Consultancy - Project Management,113000,0,113000,CMT-190745,,PV-838281,Paid,2024-07-26,FY2023/2024-M12,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000644,FY2023/2024,2023-10-09,2023-10-13,DOC-485125,INV-910555,SUP-4189,Utilities,PRG-13,DIR-13,CC-019,RG-06,FS-01,DON-00,ACT-029,ACT-029-S02,V-5130,Utilities,Utilities - Regional Service Coordination,380000,60800,319200,CMT-312129,PO-247667,PV-496278,Paid,2023-11-20,FY2023/2024-M04,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000645,FY2023/2024,2024-03-18,2024-03-22,DOC-595429,INV-654842,SUP-8951,Construction,PRG-12,DIR-12,CC-026,RG-04,FS-02,DON-00,ACT-027,ACT-027-S02,V-4110,Printing and Stationery,Printing and Stationery - Infrastructure Construction,196000,0,196000,CMT-132122,PO-720087,PV-549581,Paid,2024-05-06,FY2023/2024-M09,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000646,FY2023/2024,2023-09-01,2023-09-01,DOC-761714,INV-647332,SUP-4060,Utilities,PRG-12,DIR-12,CC-024,RG-05,FS-04,DON-01,ACT-028,ACT-028-S01,V-4110,Consultancy,Consultancy - Project Management,443000,0,443000,CMT-182480,PO-106128,PV-898021,Paid,2023-09-28,FY2023/2024-M03,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000647,FY2023/2024,2024-04-15,2024-04-18,DOC-244671,INV-611996,SUP-5862,Utilities,PRG-12,DIR-12,CC-024,RG-05,FS-01,DON-00,ACT-027,ACT-027-S01,V-4110,Printing and Stationery,Printing and Stationery - Infrastructure Construction,272000,0,272000,,,PV-201263,Paid,2024-04-28,FY2023/2024-M10,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000648,FY2023/2024,2024-03-20,2024-03-23,DOC-155988,INV-950565,SUP-5330,Consultancy,PRG-10,DIR-10,CC-010,RG-01,FS-04,DON-04,ACT-024,ACT-024-S01,V-2430,Training,Training - Monitoring and Evaluation,157000,0,157000,,PO-238297,PV-210347,Paid,2024-05-04,FY2023/2024-M09,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000649,FY2023/2024,2024-03-25,2024-03-29,DOC-985589,INV-485004,SUP-9141,Professional Services,PRG-12,DIR-12,CC-023,RG-01,FS-01,DON-00,ACT-040,ACT-040-S02,V-2410,Office Furniture,Office Furniture - Environmental and Social Safeguards,67000,0,67000,,PO-869987,PV-152199,Paid,2024-05-09,FY2023/2024-M09,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000650,FY2023/2024,2023-08-27,2023-08-28,DOC-627537,INV-270870,SUP-6375,Consultancy,PRG-12,DIR-12,CC-026,RG-04,FS-01,DON-00,ACT-027,ACT-027-S02,V-2440,Professional Services,Professional Services - Infrastructure Construction,233000,0,233000,,PO-161248,PV-193280,Paid,2023-10-02,FY2023/2024-M02,Accounts Officer,Chief Accountant,IFMIS,Error
TXN-0000651,FY2023/2024,2024-02-13,2024-02-17,DOC-491267,INV-106550,SUP-8888,ICT Services,PRG-12,DIR-12,CC-012,RG-01,FS-01,DON-00,ACT-027,ACT-027-S02,V-2460,Fuel and Lubricants,Fuel and Lubricants - Infrastructure Construction,656000,0,656000,CMT-468503,,PV-772640,Pending Payment,,FY2023/2024-M08,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000652,FY2023/2024,2024-06-27,2024-07-02,DOC-883843,INV-145738,SUP-6942,Maintenance,PRG-04,DIR-04,CC-004,RG-01,FS-05,DON-02,ACT-008,ACT-008-S01,V-2410,Office Furniture,Office Furniture - Staff Recruitment and Selection,589000,0,589000,,,PV-561990,Paid,2024-07-18,FY2023/2024-M12,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000653,FY2023/2024,2023-07-22,2023-07-22,DOC-834696,INV-970294,SUP-2419,Printing and Stationery,PRG-09,DIR-09,CC-009,RG-01,FS-01,DON-00,ACT-021,ACT-021-S01,V-2210,Medical Supplies,Medical Supplies - Public Communications,275000,0,275000,CMT-427426,PO-443124,PV-833087,Paid,2023-08-26,FY2023/2024-M01,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000654,FY2023/2024,2023-11-28,2023-12-01,DOC-595155,INV-903199,SUP-2893,Utilities,PRG-13,DIR-13,CC-015,RG-02,FS-01,DON-00,ACT-029,ACT-029-S03,V-5120,Construction,Construction - Regional Service Coordination,381000,0,381000,,PO-754736,PV-931553,Paid,2024-01-13,FY2023/2024-M05,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000655,FY2023/2024,2024-06-25,2024-06-25,DOC-468883,INV-912314,SUP-7607,Maintenance,PRG-10,DIR-10,CC-010,RG-01,FS-03,DON-00,ACT-024,ACT-024-S01,V-3110,ICT Services,ICT Services - Monitoring and Evaluation,303000,48500,254500,,PO-411185,PV-323698,Paid,2024-07-21,FY2023/2024-M12,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000656,FY2023/2024,2024-06-14,2024-06-18,DOC-556572,INV-140808,SUP-8033,Security Services,PRG-12,DIR-12,CC-024,RG-05,FS-02,DON-00,ACT-028,ACT-028-S02,V-5120,Office Furniture,Office Furniture - Project Management,336000,0,336000,CMT-674571,PO-852613,PV-363581,Paid,2024-07-10,FY2023/2024-M12,Accounts Officer,Chief Accountant,IFMIS,Warning
